	ART_C_PROD_NUMBER	ART_V_ART_DESCRIPTION
8522225	635734	635734.7 2 + 1 gratis! 3 x 1,5 kg Concept for Life Hundenahrung - Medium Adult
8523646	623552	623552.9 20 + 4 gratis! Cosma Nature 24 x 280 g - Thunfisch & Shrimps
8523736	608797	608797.1 Concept for Life Beauty - in Soße - 24 x 85 g
8523794	618079	618079.1 Jolly Pets Tuff Tosser Snackball - ca. Ø 10 cm
8523879	620403	620403.5 Megapack Gourmet Soup 32 x 40 g - Thunfisch & Sardellen
8523960	635734	635734.11 2 + 1 gratis! 3 x 1,5 kg Concept for Life Hundenahrung - Medium Light
8524172	620691	620691.1 Lily´s Kitchen Lovelies Cat Treats 60 g - Chicken and Shrimp
8524545	621869	621869.1 Savic Katzentoilette Gizmo - 52 cm - Bag it Up Large als Nachkaufartikel
8524644	620403	620403.4 Megapack Gourmet Soup 32 x 40 g - Thunfisch & Garnelen
8526164	621836	621836.0 ELRAS Staubsaugerdüse Slider - Aufsteckbürste
8529827	617497	617497.0 Julius-K9 IDC®-Powergeschirr - UV neon grün - Größe Baby 1: Brustumfang 29 - 36 cm
8532703	620600	620600.1 Bosch Soft Maxi Wildschwein & Süßkartoffel - Sparpaket: 3 x 2,5 kg
8532964	251392	251392.11 Thrive Complete 6 x 75 g - Huhn & Leber mit Gemüse
8533708	614988	614988.0 4 x 300 g Alpha Natural Feinschmeckermenü Rind - Für Ihre Bonuspunkte!
8533757	630601	630601.10 6 x 200 g Grau Schlemmertöpfchen + 135 g Grau Miezelinos Sensitive Adult mit Geflügel gratis! - Geflügel & Seefisch
8533904	605145	605145.17 Sparpaket 96 x 85 / 100 g Whiskas Frischebeutel - Senior 7+ Ragout Gefluegelauswahl in Gelee (96 x 100 g)
8535340	137050	137050.2 Hunter Melamin-Napf weiß mit Edelstahl-Inlet - Sparset: 2 x  160 ml, Ø 11 cm
8535943	622667	622667.4 Schermaschine Moser max45 green limited edition Type 1245 - Komplett-Set: Schermaschine inkl. Scherkopf 3mm + 3er-Set Aufsteckkämme
8537551	652378	652378.1 1 + 1 gratis! 2 x 400 g Wild Freedom Trockennahrung -  Wide Country - Geflügel
8538968	630601	630601.6 6 x 200 g Grau Schlemmertöpfchen + 135 g Grau Miezelinos Sensitive Adult mit Geflügel gratis! - Huhn & Kalb
8539268	621855	621855.2 flexi New Classic Seil-Leine M schwarz, 8 m - Multibox schwarz
8539998	212977	212977.11 Royal Canin Educ Belohnungssnack - 50 g
8540318	434598	434598.8 Hill's Science Plan 1 x 370 g - Adult: Truthahn
8542846	627911	627911.0 Bernsteinkette mit Malachit und Red-Jasper - Gr. XS: 20-30 cm Halsumfang
8544545	623943	623943.15 2,55 / 2,7 / 3 kg Iams Trockenfutter zum Geburtstags-Sonderpreis! - Naturally Cat Adult Lamm (2,7 kg)
8545086	618134	618134.0 Julius K-9 Sticker 2 x - logo: PRINCESS - klein L 11 x B 3 cm
8547306	631243	631243.11 6 x 800 g Rinti Kennerfleisch + 50 g RINTI Sensible Snack gratis! - Rentier
8547597	631243	631243.9 6 x 800 g Rinti Kennerfleisch + 50 g RINTI Sensible Snack gratis! - Pute
8547606	619766	619766.0 Savic Iriz Starter Kit - 42 cm - baby pink
8548520	624246	624246.17 Großgebinde Happy Dog Supreme Fit & Well zum Geburtstags-Sonderpreis! - Fit & Well Adult Sport  (15 kg)
8549090	9962	9962.4 Kleinmetall Autoschondecke Allside Classic - Sparset 2: Autoschondecke + Gapfill groß
8549092	624978	624978.2 Hundesicherheitsgurt Clix Carsafe - Größe L: für große Hunde
8549448	598798	598798.17 Probiergröße: 10 l Biokat's Katzenstreu - Classic Fresh 3in1 Cotton Blossom
8550562	582285	582285.20 Sparpaket Biokat's Katzenstreu Großgebinde - Micro White Fresh (2 x 14 l)
8551214	326029	326029.3 KONG Extreme Ball - S: Ø ca. 6 cm
8551628	558866	558866.2 Megapack Sheba Varietäten Frischebeutel 48 x 85 g - Selection in Sauce Geflügel Variation
8552947	600720	600720.2 2-fach Bonuspunkte Greenwoods Nuggets 5 x 100 g - gemischtes Paket: 3 x Huhn / 2 x  Ente
8552962	571707	571707.0 Hundehütte Spike Classic - Größe S: B 54 x T 77 x H 67 cm
8553202	388985	388985.1 Ultima Cat Sterilized Lachs & Gerste - 3 kg
8553918	386944	386944.9 Hundepool - Dog Pool Keep Cool - Ø 80 x H 20 cm (ohne Abdeckung)
8555422	624285	624285.52 10 kg Royal Canin + 2 x 26 g Cosma Geburtstags Snackies gratis! -  DO NOT ACTIVATE WRONG
8555492	610337	610337.4 3 kg Concept for Life Trockenfutter + 24 x 85 g Nassfutter - Kitten Mixpaket
8555711	610337	610337.1 3 kg Concept for Life Trockenfutter + 24 x 85 g Nassfutter - Sensitive Mixpaket
8556857	617142	617142.3 Thundershirt Grau - L (Brustumfang 64-76 cm)
8558541	629074	629074.2 6 x 85 g Almo Nature Daily Menu Probierpaket - Mousse Ozeanfisch + Lachs (2 Sorten)
8560086	617172	617172.1 Sherpa® Original Deluxe Pet Carrier - Größe L: ca. L 48 x B 30 x H 29 cm – bis 10 kg
8560601	637947	637947.17 15 + 3 kg / 2 kg gratis! 18 kg / 17 kg Happy Dog NaturCroq - 15 + 3 kg Rind & Reis
8560692	314818	314818.2 Sparpaket Wahre Liebe 2 x 4 kg - für graue Eminenzen
8565206	606193	606193.1 Concept for Life Sterilised Cats - in Gelee - 24 x 85 g
8565928	561311	561311.104 12 kg bzw. 15 kg Eukanuba + Furminator Striegel gratis! - Adult Premium Performance Working & Endurance (15 kg)
8566160	633732	633732.15 24 x 100 g Integra Protect Nassfutter + 300 g Trockenfutter gratis! - Adult Nieren mit Pute
8567830	624890	624890.6 FURminator deShedding Tool zum Geburtstags-Sonderpreis! - Kurzhaar L
8567856	633732	633732.7 24 x 100 g Integra Protect Nassfutter + 300 g Trockenfutter gratis! - Adult Nieren mit Huhn
8568156	621356	621356.5 zooplus Bio Huhn mit Karotte - 6 x 400 g
8568354	619905	619905.2 Vitakraft Premium Filet - Sparpaket: 2 x Huhn
8570122	618027	618027.2 Sparpaket Bozita 2 x 2 kg - Hair & Skin - Sensitive
8571753	608916	608916.2 Concept for Life All Cats 10+ - in Soße - 48 x 85 g
8573593	619818	619818.0 KONG Easy Treat Puppy - 226 g
8575897	618032	618032.5 Sparpaket Josera 2 x 2 kg - Carismo
8576222	621019	621019.0 Mixed Pack Felifine Complete Nuggets 5 x 480 g - Basis Pack (2 Sorten)
8579836	463499	463499.1 5 + 1 gratis! 6 x 200 g O'Canis - Pute, Wachtel & Lachsöl
8580968	637637	637637.4 Unser Geschenk für Ihre erste Bestellung! - 2 x 85 g Concept for Life Nassfutter gratis!
8582033	463499	463499.0 5 + 1 gratis! 6 x 200 g O'Canis - Huhn, Lachs & Distelöl
8585418	145141	145141.10 Lucky-Kitty Keramik Trinkbrunnen - Komplettset: Brunnen (Farbe: grau), Filter, Ersatzpumpe, Schlauchset
8585832	621118	621118.2 12 x 85 g Concept for Life Light Nassnahrung zum Probierpreis! - Light - in Soße
8585971	621118	621118.9 12 x 85 g Concept for Life Light Nassnahrung zum Probierpreis! - Light - in Gelee
8588070	618397	618397.13 2,55 / 3 kg Iams +  O'Tom Zeckenhaken gratis! - Hairball Control System (2,55 kg )
8588942	600189	600189.2 Royal Canin - Veterinary Diet Mixpaket - Gastro Intestinal GI 25 (14 kg + 12 x 400 g)
8590053	528454	528454.3 3 kg + 400 g gratis! 3,4 kg Concept for Life Katzennahrung - Outdoor Cats
8590357	606410	606410.30 10 kg Royal Canin + Kratzmöbel Relax gratis (Ø 39 cm x H 14,5 cm) - Ragdoll Adult
8591071	332108	332108.9 20 + 4 gratis! 24 x 800 g Rocco Sensitive - Mix: Huhn & Kartoffel, Lamm & Reis, Wild & Nudeln, Truthahn & Kartoffel
8593356	497307	497307.6 Concept for Life Indoor Cats - Als Ergänzung: 12 x 85 g Concept for Life All Cats in Soße
8594582	584946	584946.1 IAMS Naturally Dog Adult Salmon - 7 kg
8596629	365829	365829.5 Savic Katzentoilette Oscar - Starterset: Toilette hellgrau/weiß + 2 extra Filter + 12 Bag it up
8597226	620692	620692.1 Lily´s Kitchen Lovelies Cat Treats 4 x 60 g - Chicken
8600605	358628	358628.5 Multipack Sheba Fresh & Fine Frischebeutel 6 x 50 g - Fisch Variation
8600923	624638	624638.4 1,5 kg / 7 kg MAC's zum Geburtstags-Sonderpreis - Adult Monoprotein Kaninchen (7 kg)
8600924	624638	624638.3 1,5 kg / 7 kg MAC's zum Geburtstags-Sonderpreis - Adult Lachs & Forelle (7 kg)
8601614	612978	612978.1 Zylkene Kapseln 450 mg Hund > 30 kg - 2 x 30 St.
8602174	436844	436844.18 12,5 kg Meradog Premium/High Premium + Goody Snacks gratis! - Softdiner
8602555	5887	5887.16 Eukanuba Active Adult Medium Breed Huhn - 12 kg
8603063	590430	590430.20 10 + 2 kg gratis! 12 kg Sanabelle Trockenfutter - Grande
8603153	388985	388985.3 Ultima Cat Sterilized Lachs & Gerste - 7,5 kg
8604798	622117	622117.8 40 + 8 gratis! 48 x 70 g Applaws Pouch in Jelly - Huhn mit Rind
8611886	627822	627822.0 Sheba Dose Feine Filets 48 x 80 g - Mix
8612199	610591	610591.1 Applaws Hund Dose Puppy - 12 x 95 g
8616231	617241	617241.2 Hundematratze Oekobed mit Plüsch in Leoparddesign - Größe L: L 120 x B 90 x H 16 cm
8616453	610532	610532.2 Sparpaket Applaws Hund Dose in Jelly 12 x 156 g - Huhn & Lamm
8621333	613729	613729.5 400 g Concept for Life Trockenfutter + 12 x 85 g Nassfutter in Soße - All Cats 10+ Mixpaket
8621726	613729	613729.4 400 g Concept for Life Trockenfutter + 12 x 85 g Nassfutter in Soße - Kitten Mixpaket
8622148	446303	446303.10 Pedigree Leckerbissen - Sparpaket: Knusper-Kissen Huhn 6 x 95 g
8623047	561267	561267.26 Kombipaket: Hill's Canine -  Adult Perfect Weight Large Breed (12 kg) + 6 x 363 g
8623810	613716	613716.0 20 + 4 gratis! 24 x 410 g Bozita Naturals Pate - Rind
8625089	621741	621741.3 10 kg Smilla Trockenfutter + Multi-Vitamin-Paste gratis! - Kitten
8625748	607039	607039.1 Megapack Sheba Varietäten Frischebeutel 24 x 85 g - Selection in Sauce Geflügel Variation
8626513	600189	600189.1 Royal Canin - Veterinary Diet Mixpaket - Urinary S/O LP 18 (14 kg + 12 x 410 g)
8627062	633643	633643.0 1 x 374 g Taste of the Wild - Southwest Canyon Canine - Für Ihre Bonuspunkte!
8629364	600807	600807.3 Naturediet Grain Free Twin Pack 18 x (2 x 140g) - Sensitive Salmon
8629402	621368	621368.3 5 + 1! 6 x 374 g Taste of the Wild - Southwest Canyon Canine
8629594	296045	296045.2 Pedigree Dentatubos Puppy - 54 Stück DELISTED
8639014	404993	404993.6 Purina ONE Coat & Hairball - 1,5 Kg +  3 x 85 g Purina One Frischebeutel Huhn & grüne Bohnen gratis
8644449	621741	621741.7 10 kg Smilla Trockenfutter + Multi-Vitamin-Paste gratis! - Sterilised
8644718	645857	645857.8 8+4 gratis! 12 x 85 g Concept for Life Nassnahrung zum Probieren - All Cats - in Gelee
8647838	586151	586151.2 Nutrivet Inne Cat Adult Chicken - Sparpaket: 2 x 6 kg
8650992	620227	620227.2 Concept for Life Hundetrockennahrung + 4 x 7 Barkoo Dental Snacks gratis! - Large Adult 12 kg
8651166	623407	623407.7 2-fach Bonuspunkte: My Star Sparpaket 60 x 90 g - Gemischtes Paket - Mousse (6 Sorten)
8654729	289772	289772.3 Silver Line Edelstahlnapf mattschwarz - Sparset: 2 x 450 ml, Ø 20 cm
8655788	621860	621860.0 flexi Design Seil-Leine S pink, 5 m - flexi Design Seil-Leine S pink, 5m
8656781	645857	645857.3 8+4 gratis! 12 x 85 g Concept for Life Nassnahrung zum Probieren - All Cats - in Soße
8657730	497414	497414.3 Concept for Life Light Adult - Als Ergänzung: 12 x 85 g Concept for Life Light in Soße
8658023	606194	606194.2 Concept for Life Sterilised Cats - in Soße - 48 x 85 g
8659573	620667	620667.1 Happy Dog Supreme Fit & Well Light Calorie Control - Sparpaket: 2 x 12,5 kg
8659851	631098	631098.2 Gemischtes Paket Smilla Trockenfutter - 3 x 1 kg (Geflügel, Rind, Fisch)
8660560	633589	633589.2 13 kg Taste of the Wild Trockenfutter + 6 x 374 g Southwest Canyon gratis! - Sierra Mountain Canine
8662492	621898	621898.1 flexi New Comfort Seil-Leine S pink, 8 m - LED Lighting System
8663142	619306	619306.3 Smartpet Kühlweste - ca. 50 cm Rückenlänge (Größe XXL)
8663461	622801	622801.1 12 x 100 g Happy Cat Duo Häppchen auf Paté + Plüschmaulwurf gratis! - mit Geflügel & Lachs
8663760	549479	549479.6 Royal Canin Breed British Shorthair - 48 x 85 g
8663893	608897	608897.1 Concept for Life All Cats - in Soße - 24 x 85 g
8671082	621368	621368.2 5 + 1! 6 x 374 g Taste of the Wild - Wetlands Canine
8671831	621368	621368.4 5 + 1! 6 x 374 g Taste of the Wild - Sierra Mountain Canine
8674360	653509	653509.2 Großgebinde Bosch zum Cyber-Sonderpreis! - Adult Lamm & Reis (15 kg)
8674361	653509	653509.0 Großgebinde Bosch zum Cyber-Sonderpreis! - Active (15 kg)
8675429	578757	578757.36 Großgebinde Bosch + Rocco Rinderpansen gratis! - Mini Adult Geflügel & Hirse (3 x 3 kg)
8676487	623944	623944.7 10 kg Josera + 2  x 26 g Cosma Geburtstags Snackies gratis! - Nature Cat
8677435	618035	618035.8 Sparpaket Applaws 2 x 2 kg / 1,8 kg - Meeresfisch mit Lachs (2 x 1,8 kg)
8684345	628086	628086.1 5 + 1 gratis! 6 x 800 g Fleischeslust - NICHT FREISCHALTEN**Zartes Rind mit Karotten
8684346	628086	628086.3 5 + 1 gratis! 6 x 800 g Fleischeslust - Feines Geflügel, Rind, Reis und Karotten
8684917	603779	603779.0 Burns Adult Large/Giant Breed Huhn & Reis - 15 kg
8686553	624285	624285.44 10 kg Royal Canin + 2 x 26 g Cosma Geburtstags Snackies gratis! -  DO NOT ACTIVATE WRONG
8688432	624386	624386.36 4 kg Happy Cat zum Geburtstags-Sonderpreis! - Adult Light
8688579	655139	655139.18 12,5 kg Meradog + Weihnachtsspielzeug Pinguin gratis! - Softdiner
8690902	619336	619336.21 12 kg Großgebinde Hill's + Hundespielzeug Gummiball mit Schnur gratis! - Puppy Huhn (12 kg)
8691113	234456	234456.4 Bozita Feline Outdoor & Active - Sparpaket: 2 x 2 kg
8695593	581224	"581224.3 Savic Katzentoilette Nestor Impression ""Love"" / ""Cartoon"" - Bag it Up Litter Tray Bags, Maxi, 1 x 12 Stück"
8695902	607039	607039.2 Megapack Sheba Varietäten Frischebeutel 24 x 85 g - Selection in Sauce Feine Vielfalt
8697008	625749	625749.5 12 x 800 g Rinti Kennerfleisch zum Sonderpreis - Geflügelherzen
8700455	612882	612882.0 Hill's Science Plan&nbsp;Large Puppy Starter Kit mit Messbecher - 900 g+ (2 x 370 g)
8700770	618045	618045.14 Sparpaket Iams 2 x Kleingebinde - Adult mit viel Huhn (2 x 3 kg)
8700771	618045	618045.16 Sparpaket Iams 2 x Kleingebinde - Adult mit Lamm & Huhn (2 x 3 kg)
8706429	497411	497411.5 Concept for Life Sterilised Cats - Als Ergänzung: 12 x 85 g Concept for Life Sterilised Cats in Soße
8708810	621114	621114.0 12 x 85 g Concept for Life Sterilised Nassnahrung zum Probierpreis! - Sterilised Cats - in Soße
8712115	618397	618397.14 2,55 / 3 kg Iams +  O'Tom Zeckenhaken gratis! - Kitten & Junior mit viel Huhn (2,55 kg)
8716520	618031	618031.0 Sparpaket Porta 21 2 x 2 kg - Feline Finest Adult Cat
8716849	568222	568222.0 Halsumfang 22 - 35 cm, B 16 mm, Smartpet Hundehalsband - Für Ihre Bonuspunkte!
8720377	618035	618035.7 Sparpaket Applaws 2 x 2 kg / 1,8 kg - Adult Huhn mit Lamm
8726531	651763	651763.4 96 x 85 g Sheba Varietäten Frischebeutel zum günstigen Sparpreis! - Selection in Sauce Feine Vielfalt
8726909	651763	651763.3 96 x 85 g Sheba Varietäten Frischebeutel zum günstigen Sparpreis! - Selection in Sauce Geflügel Variation
8727001	500677	500677.0 14 kg Golden Grey Master Katzenstreu zum Sonderpreis! - 14 kg
8729325	606410	606410.40 10 kg Royal Canin + Kratzmöbel Relax gratis (Ø 39 cm x H 14,5 cm) - Kitten
8730713	462057	462057.5 Sparpaket Hill's Ideal Balance 2 x Großgebinde -  Puppy Huhn & Reis (2 x 12 kg)
8733433	618101	618101.5 Großgebinde Wildsterne Breed Selection + Futterbeutel gratis! - Rhodesian Ridgeback
8733622	610878	610878.20 Sparpaket Royal Canin - Veterinary Diet 2 x Großgebinde - Diabetic (2 x 12 kg)
8734062	174630	174630.24 9 + 3 gratis! 12 x 800 g Lukullus Naturkost + Menu Gustico - Menu Gustico: Mix: Huhn, Kalb
8735269	294045	294045.2 Savic Katzentoilette Iriz mit Rand - 42 cm - Bag it Up Litter Tray Bags, Medium, 1 x 12 Stück
8738869	234711	234711.5 Bozita Feline Diet & Stomach - Sensitive - Sparpaket: 2 x 2 kg
8743840	561311	561311.88 12 kg bzw. 15 kg Eukanuba + Furminator Striegel gratis! - Daily Care Senior 9+ (12 kg)
8744542	628230	628230.16 20 + 4 gratis! 24 x 70 g Schesir in Brühe - Hühnerfilet mit Garnelen
8745778	641056	641056.10 10 + 2 gratis! 12 x 140 g Almo Nature HFC - Thunfisch & Huhn
8746858	221606	221606.14 Megapack Cesar Schale 14 x 150 g - Pute und Rind in Sauce (28 x 150 g)
8747634	3029	3029.2 Natusan Klumpstreu - 2 x 20 L
8748064	462056	462056.3 Applaws Senior Huhn - Sparpaket: 2 x 2 kg
8752318	634481	634481.3 50 % günstiger! 800 g Lily's Kitchen Delicious Chicken Complete Adult Dry - Marvelously Mature
8752319	634481	634481.0 50 % günstiger! 800 g Lily's Kitchen Delicious Chicken Complete Adult Dry - Delicious Chicken Complete Adult
8752837	620550	620550.0 proCani Mix-Paket Menü Nuggets - Mix 1: 5 x 480 g Huhn & Rind
8754452	332108	332108.6 20 + 4 gratis! 24 x 800 g Rocco Sensitive - Huhn & Kartoffel
8756601	190898	190898.9 Savic Puppy Trainer Pads - Large, 15 Stück
8758547	619844	619844.1 Hunter Tau-Halsband List - beige - 60 cm x Ø 12 mm
8761548	619427	619427.1 6,5 + 1 kg gratis! 7,5 kg Applaws Trockenfutter - Puppy Huhn Kleine & Mittelgroße Rassen
8761797	624697	624697.16 400 g / 2 kg / 10 kg Granata Pet zum Geburtstags-Sonderpreis - Sterilised Geflügel (4 kg)
8763544	617142	617142.2 Thundershirt Grau - M (Brustumfang 53-64 cm)
8766061	621714	621714.14 Großgebinde Bozita Robur + 6 x 370 g Bozita Mix Nassfutter gratis! - Sensitive Single Protein Lachs & Reis (12,5 kg)
8767556	610268	610268.13 Sparpaket Concept for Life 48 x 85 g -  All Cats 10+ in Soße
8767557	610268	610268.10 Sparpaket Concept for Life 48 x 85 g -  All Cats in Gelee                     
8769281	135948	135948.15 KONG Classic - XL (13 cm)
8781172	618027	618027.5 Sparpaket Bozita 2 x 2 kg - Diet & Stomach - Sensitive
8782362	528454	528454.8 3 kg + 400 g gratis! 3,4 kg Concept for Life Katzennahrung - British Shorthair
8782503	461967	461967.15 Sparpaket Applaws in Jelly 24 x 70 g - Sardine mit Shrimps
8782606	630839	630839.2 48 x 100 g Whiskas 1+ Frischebeutel + 90 g Whiskas Knuspertaschen gratis - Geflügelauswahl in Sauce
8782802	637392	637392.0 1 + 1 gratis! Lukullus Kauspirale 4 x 10 cm (150 g) - Huhn
8782864	180117	180117.4 KONG Wobbler Snackball - S (L 15,5 x B 11 cm)
8783455	627679	627679.0 Hunting Kuschelbett - Ø 50 cm
8784849	628230	628230.13 20 + 4 gratis! 24 x 70 g Schesir in Brühe - Thunfisch mit Kürbis
8786222	621239	621239.13 12 x 85 g Concept for Life Beauty Nassnahrung zum Probierpreis! - Beauty - in Gelee
8788652	617142	617142.1 Thundershirt Grau - S (Brustumfang 43-53 cm)
8792294	628230	628230.15 20 + 4 gratis! 24 x 70 g Schesir in Brühe - Hühnerfilet mit Goldbrasse
8792295	628230	628230.8 20 + 4 gratis! 24 x 70 g Schesir in Brühe - Thunfisch mit Seebarbe
8794517	622296	622296.96 Großgebinde Royal Canin Size + Spielzeug KONG Classic gratis! - Medium Light Weight Care (13 kg)
8795815	585236	585236.2 Herrmanns Bio Ergänzungsfutter Gemüsetopf 6 x 400 g - 24 x 400 g
8799215	627532	627532.1 Sparpaket Rocco Chings Steak Style - Entenfleisch 4 x 200 g
8799395	628015	628015.0 Hill's Prescription Diet r/d Weight Reduction Katzenfutter Original - 1 x 156 g
8801760	620227	620227.5 Concept for Life Hundetrockennahrung + 4 x 7 Barkoo Dental Snacks gratis! - Large Sensitive 12 kg
8803300	618101	618101.7 Großgebinde Wildsterne Breed Selection + Futterbeutel gratis! - Chihuahua (3 x 2,5 kg)
8803325	622440	622440.11 Herrmann's Menü gemischte Pakete 800 g - Classic 6 Sorten, 24 x 800 g
8803540	618032	618032.8 Sparpaket Josera 2 x 2 kg - Josera Nature Cat
8806916	620227	620227.9 Concept for Life Hundetrockennahrung + 4 x 7 Barkoo Dental Snacks gratis! - Medium Senior 12 kg
8807200	610268	610268.8 Sparpaket Concept for Life 48 x 85 g -  Beauty in Gelee
8807367	343861	343861.2 Herrmanns Bio Ergänzungsfutter 6 x 200 g - 12 x 200 g
8813969	620227	620227.4 Concept for Life Hundetrockennahrung + 4 x 7 Barkoo Dental Snacks gratis! - Large Senior 12 kg
8820649	618032	618032.1 Sparpaket Josera 2 x 2 kg - Minette
8827536	570526	570526.45 Sparpaket Royal Canin 96 x 85 g - Maine Coon
8829259	643216	643216.1 2 kg Almo Nature Holistic Adult Lachs & Kartoffel - Für Ihre Bonuspunkte!
8832202	613716	613716.4 20 + 4 gratis! 24 x 410 g Bozita Naturals Pate - Makrele
8832650	618027	618027.4 Sparpaket Bozita 2 x 2 kg - Large
8835952	622666	622666.1 GimCat Senior Paste - 3 x 50 g
8836533	625749	625749.27 12 x 800 g Rinti Kennerfleisch zum Sonderpreis - Mix Lamm, Huhn, Wild
8840574	600807	600807.2 Naturediet Grain Free Twin Pack 18 x (2 x 140g) - Puppy Chicken & Lamb
8846223	153699	153699.4 Gemischtes Probierpaket Rocco Chings - 4 verschiedene Sorten (790 g)
8847886	11720	11720.10 Eukanuba Thriving Mature Large Breed Huhn - Sparpaket: 2 x 12 kg
8850252	653658	653658.2 96 x 85 / 100 g Whiskas Frischebeutel zum Cyber Sonderpreis! -  Adult 1+ Geflügelauswahl in Sauce (96 x 100 g)
8850647	492157	492157.35 12 kg Hill's + 6 x 370 g Hill's Canine Adult Huhn gratis! - Adult Huhn
8851479	545033	545033.4 10 kg + 2 kg gratis! 12 kg Almo Nature Holistic - Fettfisch & Reis
